"№
п/п";"Код
номенклатуры";Ноенклатура;"Кол-во
на складах";"Макс.
закупка";Опт Карта Рубин;Опт Карта Рубин +;Розничная цена;Оптовая цена;gold;platinum
657;00079295;ЩРН-П- 8 светлое дерево IP41 EKF PROxima;3;643,8;1 081,00;1 029,00;1 081,00;836;1 026,95;972,9
658;00079294;ЩРН-П- 8 IP41 EKF PROxima;12;522,51;877;835;877;678;833,15;789,3
659;00079293;ЩРН-П- 6 темное дерево IP41 EKF PROxima;3;593,81;997;949;997;771;947,15;897,3
660;00079292;ЩРН-П- 6 светлое дерево IP41 EKF PROxima;3;615,95;997;949;997;771;947,15;897,3
661;00079291;ЩРН-П- 4 IP41 EKF PROxima;10;321,11;539;513;539;417;512,05;485,1
662;00079320;ЩРН-48 (620х310х120) IP54 EKF PROxima;0; ; ; ; ;4 877,00; ; 
663;00079319;ЩРН-36 (520х310х120) IP54 EKF PROxima;0; ; ; ; ;4 393,00; ; 
664;00080224;Светодиодная лампа Lucem с аккумулятором LM-EBL 12W 6500K E27 FLEBL122765L;580;313,67;599;470;599;419;569,05;539,1
665;00080205;Светодиодная лампа Akfa Lighting АК-UFO-30W 6500K E27 FLUFO300065A;171;413,78;699;649;699;599;664,05;629,1
666;00080065;Светильник светодиодный ЖКХ Круг ДПО-1006 24Вт 4000К IP65 LUMA EKF;0; ;449;429;449;399;426,55;404,1
667;00080603;Светильник светодиодный ДПО-О1-12-6.5К-WIN-IP65 ЖКХ овал TOKOV ELECTRIC TOK-O1-12-6.5K-WIN-IP65  RS;2;202,76;320;297,6;320;265;304;288
668;00080706;Светильник светодиодный ДКУ 1013-150Д 5000К IP65 IEK LDKU1-1013-150-5000-K03 RS;2;3898,32;6 153,00; ;6 153,00;4 922,00;5 845,35;5 537,70
669;00080707;Светильник светодиодный ДКУ 1013-100Д 5000К IP65 IEK LDKU1-1013-100-5000-K03  RS;0; ;3 650,00;3 394,50;3 650,00;3 030,00;3 467,50;3 285,00
670;00080708;Светильник светодиодный ДКУ 1012-200Ш 5000К IP65 сер. IEK LDKU1-1012-200-5000-K03 RS;1;6295,22;8 733,00; ;8 733,00;6 987,00;8 296,35;7 859,70
671;00079964;Светильник светодиодный аварийный СБА 1098-30DC 30 LED 1.2Ah lithium battery DC IN HOME;0; ;550;509;550;500;522,5;495
672;00074053;Светильник светодиодный аварийный СБА 1098-30DC 30 LED 1.2Ah lithium battery DC IN HOME;0; ;550;509;550;500;522,5;495
673;00056095;Светильник светодиодный SPO-110 PRIZMA 55Вт 230В 6500К 4600Лм 1200мм IP40 IN HOME 4690612032733 RS;0; ;658; ;658;526;625,1;592,2
674;00080709;Светильник светодиодный SPO-110 PRIZMA 36Вт 230В 6500К 3000лм 1200мм IP40 IN HOME 4690612032719 RS;1;440,45;475;441,75;475;400;451,25;427,5
675;00080704;Светильник светодиодный PLED T5i PL 600 8Вт 6500К IP40 180-265В T5 линейный пластик (аналог ЛПБ)  RS;1;353,25;485; ;485;388;460,75;436,5
676;00080702;Светильник светодиодный PLED T5i PL 450 6Вт 6500К IP40 180-265В T5 линейный пластик (аналог ЛПБ)  RS;1;333,13;520;483,6;520;435;494;468
677;00080703;Светильник светодиодный PLED T5i PL 1200 14Вт 6500К IP40 180-265В T5 линейный пластик (аналог ЛПБ RS;1;486,82;760;706,8;760;635;722;684
678;00080705;Светильник светодиодный 61 107 OLP-S05-P-36-6.5K 595х595 универс. рассеив. призма с драйвером пан RS;14;303,75;1 008,00; ;1 008,00;806;957,6;907,2
679;00080112;Светильник светодиодный 61 107 OLP-S05-P-36-6.5K 595х595 универс. рассеив. призма с драйвером пан RS;0; ;1 008,00; ;1 008,00;806;957,6;907,2
680;00080076;Светильник садовый SL-PL31 солнечная батарея ЭРА Б0007507  RS;15;156,11;580; ;580;149;551;522
681;00079980;Светильник Прага Эл-11-71М 60 Вт Е27 настенный вверх медь TDM;1;570,6;998;950;998;690;948,1;898,2
682;00079979;Светильник Прага Эл-11-71Б 60 Вт Е27 настенный вверх бронза TDM;0; ;998;950;998;690;948,1;898,2
683;00079978;Светильник Прага Эл-11-71-1 60 Вт Е27 настенный вниз черный TDM;1;570,6;998;950;998;690;948,1;898,2
684;00080672;Светильник подвесной уличный Прага ЭЛ-11-70Б 1х60WхЕ27 IP44;1;856,87;1 400,00;1 330,00;1 400,00;1 180,00;1 330,00;1 260,00
685;00080133;Светильник НСП-17-500-001 без стекла I Р20;0; ;6 399,00;6 399,00;6 399,00;6 399,00;6 079,05;5 759,10
686;00083277;Светильник НКУ 97-300-002 Е40 со стеклом TDM;24;1798,51;2 286,00;2 214,00;2 286,00;1 972,00;2 171,70;2 057,40
687;00079983;Светильник настольный светодиод 12Вт белый ССО-06Б IN HOME (1/30);11;501,51;1 199,00;1 099,00;1 199,00;1 099,00;1 139,05;1 079,10
688;00081210;Светильник настольный LE TL-203 WHITE (Белый, E27, пакет) (32);20;342,31;533;516;533;464;506,35;479,7
689;00081209;Светильник настольный LE TL-203 BLACK (Черный, E27, пакет) (32);34;342,31;533;516;533;464;506,35;479,7
690;00083276;Светильник ЛКУ 97-65-002 Е27 со стеклом TDM;40;1693,23;2 196,00;2 200,00;2 196,00;1 972,00;2 086,20;1 976,40
691;00079867;Сетевой фильтр 6*3м 10А/2,2 кВт с выкл. c/з ПВС 3х0,75 Блокбастер EKF;-2;483,33;872;831;872;665;828,4;784,8
692;00080129;СДО-3006 100Вт 6500К IP65 EKF Basic;29;1006,9;1 500,00;1 500,00;1 500,00;1 385,00;1 425,00;1 350,00
693;00080128;СДО-3005 75Вт 6500К IP65 EKF Basic;49;691,32;1 248,00;1 189,00;1 248,00;952;1 185,60;1 123,20
694;00080127;СДО-3004 50Вт 6500К IP65 EKF Basic;15;401,34;674;641;674;521;640,3;606,6
695;00080126;СДО-3003 30Вт 6500К IP65 EKF Basic;0; ;443;421;443;342;420,85;398,7
696;00080125;СДО-3002 20Вт 6500К IP65 EKF Basic;1;193,86;326;310;326;252;309,7;293,4
697;00080573;Светорегулятор 600Вт поворотно-нажимной с/у черный механизм СС10-1-0-БрЧ BRITE IEK (1/8/80);0; ;2 690,00;2 599,00;2 690,00;2 409,00;2 555,50;2 421,00
698;00080358;Светорегулятор 600Вт поворотно-нажимной с/у крем механизм СС10-1-0-БрКр BRITE IEK (1/8/80);12;1672,21;2 690,00;2 599,00;2 690,00;2 224,00;2 555,50;2 421,00
699;00080477;Светорегулятор 600Вт поворотно-нажимной с/у белый механизм СС10-1-0-БрБ BRITE IEK (1/8/80);9;1393,52;2 276,00;2 199,00;2 276,00;1 853,00;2 162,20;2 048,40
700;00080340;Светорегулятор 600Вт поворотно-нажимной с/у алюминий механизм СС10-1-0-БрА BRITE IEK (1/8/80);3;1811,57;2 690,00;2 599,00;2 690,00;2 409,00;2 555,50;2 421,00
701;00080453;Светорегулятор 300Вт поворотно-нажимной с/у крем механизм INSPIRIA Legrand (1/5/50);9;1773,65;2 817,00;2 721,00;2 817,00;2 359,00;2 676,15;2 535,30
702;00080440;Светорегулятор 300Вт поворотно-нажимной с/у белый механизм INSPIRIA Legrand (1/5/50);4;1773,65;2 817,00;2 721,00;2 817,00;2 359,00;2 676,15;2 535,30
703;00080420;Светорегулятор 300Вт поворотно-нажимной с/у антрацит механизм INSPIRIA Legrand (1/5/50);7;2702,2;4 292,00;4 146,00;4 292,00;3 593,00;4 077,40;3 862,80
704;00080410;Светорегулятор 300Вт поворотно-нажимной с/у алюминий механизм INSPIRIA Legrand (1/5/50);10;2702,2;4 292,00;4 146,00;4 292,00;3 593,00;4 077,40;3 862,80
705;00080650;Светорегулятор (диммер) СП Glossa 300Вт поворот. в сборе бел. SchE GSL000134 RS;3;1593,32;2 150,00; ;2 150,00;1 935,00;2 042,50;1 935,00
706;00080628;Светорегулятор (диммер) СП Glossa 300Вт Glossa поворот. в сборе беж. SchE GSL000234 RS;5;1593,32;2 150,00; ;2 150,00;1 935,00;2 042,50;1 935,00
707;00080070;Светодиодный светильник ЖКХ c датчиком движения GLANZEN RPD-0013-15 круг;11;387,94;739;719;739;699;702,05;665,1
708;00079479;Светодиодный ручной аккумуляторный USB фонарь GLANZEN UFL-0500-M919;3;235,91;396;390;396;367;376,2;356,4
709;00080082;Светодиодный прожектор на солнечных батареях с датчиком движения GLANZEN FAD-0002-3-solar;3;259,39;380;354;380;333;361;342
710;00080079;Светодиодный прожектор на солнечных батареях c датчиком движения GLANZEN FAD-0001-2-solar;15;196,81;379;359;379;339;360,05;341,1
711;00080124;Светодиодный прожектор GLANZEN FAD-0010-100;22;638,83;946;933;946;879;898,7;851,4
712;00080123;Светодиодный прожектор GLANZEN FAD-0005-50-SL;0; ;473;467;473;440;449,35;425,7
713;00080122;Светодиодный прожектор GLANZEN FAD-0003-30-SL;0; ;321;317;321;299;304,95;288,9
714;00080121;Светодиодный прожектор GLANZEN FAD-0002-20-SL;0; ;260;242;260;228;247;234
715;00079977;Светодиодный линейный светильник GLANZEN RPD-0003-18;0; ;325;285;325;269;308,75;292,5
716;00080117;Светодиодная панель GLANZEN RPD-4000-34-30-G;11;1194,91;2 001,00;1 973,00;2 001,00;1 858,00;1 900,95;1 800,90
717;00080226;Светодиодная лампа Lucem с аккумулятором LM-EBL 9W 6500K E27 FLEBL092765L;783;276,43;499;435;499;389;474,05;449,1
718;00080225;Светодиодная лампа Lucem с аккумулятором LM-EBL 15W 6500K E27 FLEBL152765L;984;345,04;799;769;799;489;759,05;719,1
719;00080020;Свет-к с/д встраиваемый LE LED  ARL 18W 6500K (квадрат) (100);72;353,35;550;532;550;479;522,5;495
720;00080019;Свет-к с/д встраиваемый LE LED  ARL 18W 4000K (квадрат) (100);84;353,35;550;532;550;479;522,5;495
721;00080018;Свет-к с/д встраиваемый LE LED  ARL 10W 6500K (квадрат) (100);59;242,92;378;366;378;330;359,1;340,2
722;00080017;Свет-к с/д встраиваемый LE LED  ARL 10W 4000K (квадрат) (100);49;242,92;378;366;378;330;359,1;340,2
723;00079976;Свет-к с/д LE T5 LED  9W 5K (25);0; ;420;400;420;364;399;378
724;00079975;Свет-к с/д LE LED ECO R 02 36W 6500К (призма) (20);32;325,78;487;456;487;426;462,65;438,3
725;00079974;Свет-к с/д LE LED ECO R 02 18W 6500К (призма) (20);7;206,29;329;308;329;288;312,55;296,1
726;00079973;Свет-к с/д LE LED ECO 02 18W 6500К (матовый) (20);4;219;341;330;341;297;323,95;306,9
727;00079972;Свет-к с/д LE LED ECO 02  36W 6500К (матовый) (20);154;325,78;506;489;506;441;480,7;455,4
728;00080134;Свет-к с/д (уличный) PRE LED LST 2 120W;14;2141,82;2 999,00;2 950,00;2 999,00;2 946,00;2 849,05;2 699,10
729;00082226;Свет-к с/д (уличный) LE LST 3 LED  60W CW 6500K (1) (серый);10;3827,92;5 460,00;5 285,00;5 460,00;4 739,00;5 187,00;4 914,00
730;00081206;Свет-к с/д (потолочный) СЛЛ 041 28Вт 6К Бриллиант (325x90) (10);10;847,49;834;807;834;726;792,3;750,6
731;00080066;Свет-к с/д (потолочный) СЛЛ 041 24Вт 6К Бриллиант CNA (325x90) (10);106;570,93;999;985;999;854;949,05;899,1
732;00081208;Свет-к с/д (потолочный) СЛЛ 036 24Вт 6К Гранж (320х320x75) (10);36;731,55;1 138,00;1 102,00;1 138,00;992;1 081,10;1 024,20
733;00081207;Свет-к с/д (потолочный) СЛЛ 031 36Вт 6К Мистерия CN (395x62) (10);88;862,21;1 342,00;1 298,00;1 342,00;1 169,00;1 274,90;1 207,80
734;00081211;"Свет-к с/д (потолочный) LE LED BL IP65 24W 5K; Цв. белый (20)";109;1003;1 561,00;1 510,00;1 561,00;1 359,00;1 482,95;1 404,90
735;00079969;Свет-к с/д (бра) LE LED WL ARIS 13W BLACK;67;946,32;1 499,00;1 400,00;1 499,00;1 302,00;1 424,05;1 349,10
736;00079968;Свет-к с/д (авар.) LE LED LT-96130 (40);1;321,72;490;483;490;418;465,5;441
737;00079967;Свет-к с/д (авар.) LE LED LT-9090 (15);191;1354,7;1 899,00;1 895,00;1 899,00;1 828,00;1 804,05;1 709,10
738;00079966;Свет-к с/д (авар.) LE LED LT-9060 (20);264;874,51;1 229,00;1 220,00;1 229,00;1 179,00;1 167,55;1 106,10
739;00079965;Свет-к с/д (авар.) LE LED LT-9030 (20);369;476,86;799;795;799;740;759,05;719,1
740;00079605;Сальник PG9 IP54 (4 шт) d отв. 16мм / d провод. 4-8 мм EKF;14;61,31;103;98;103;80;97,85;92,7
741;00079604;Сальник PG48 IP54 (1 шт) d отв. 59 мм / d провод. 37-44 мм EKF;20;130,99;221;210;221;170;209,95;198,9
742;00079603;Сальник PG42 IP54 (1 шт) d отв. 53 мм / d провод. 32-38 мм EKF;20;120,22;202;192;202;156;191,9;181,8
743;00079602;Сальник PG29 IP54 (2 шт) d отв. 37 мм / d провод. 18-25 мм EKF;20;103,05;174;165;174;134;165,3;156,6
744;00079601;Сальник PG16 IP54 (2 шт) d отв. 21 мм / d провод. 10-14 мм EKF;19;48,31;82;78;82;63;77,9;73,8
745;00079600;Сальник PG13,5 IP54 (2 шт) d отв. 21 мм / d провод. 6-12 мм EKF;15;37,27;63;60;63;49;59,85;56,7
746;00080476;Розетка телевизионная оконечная ТV СП Brite РТВ11-0-БрБ бел. ІЕК BR-A10-O-K01;39;311,64;527;485;527;419;500,65;474,3
747;00082247;Светильник встраиваемый ДВО 1010 20Вт 6500K IP20 EKF Basic;93;413,94;747;712;747;570;709,65;672,3
748;00080016;Светильник встраиваемый ДВО 1009 20Вт 4000K IP20 EKF Basic;3;358,79;596;567;596;461;566,2;536,4
749;00082246;Светильник встраиваемый ДВО 1008 14Вт 6500K IP20 EKF Basic;78;248,38;448;427;448;342;425,6;403,2
750;00080015;Светильник встраиваемый ДВО 1007 14Вт 4000K IP20 EKF Basic;1;214,29;357;340;357;277;339,15;321,3
751;00082245;Светильник встраиваемый ДВО 1006 9Вт 6500K IP20 EKF Basic;0;147,57;266;254;266;204;252,7;239,4
752;00080012;Светильник встраиваемый ДВО 1005 9Вт 4000K IP20 EKF Basic;108;147,57;266;254;266;204;252,7;239,4
753;00080008;Светильник встраиваемый ДВО 1004 9Вт 2700K IP20 EKF Basic;1;126,51;214;203;214;165;203,3;192,6
754;00082244;Светильник встраиваемый ДВО 1003 6Вт 6500K IP20 EKF Basic;79;101,42;181;172;181;139;171,95;162,9
755;00080005;Светильник встраиваемый ДВО 1001 6Вт 2700K IP20 EKF Basic;0;101,42;181;172;181;139;171,95;162,9
756;00085943;Светильник LED консольный ДКУ 1013-75Д 5000К IP65 IEK;0; ; ; ; ; ; ; 
757;00085944;Светильник LED консольный ДКУ 1013-120Д 5000К IP65 IEK;0; ; ; ; ; ; ; 
758;00080132;Светильник  ЛКУ 02-65-002 Е27 под стекло TDM;4;843,77;999;999;999;999;949,05;899,1
759;00080131;Светильник  ЛКУ 02-125-002 Е40 под стекло TDM;4;843,77;999;999;999;999;949,05;899,1
760;00080089;Свет-к трековый LEEK GU10 TR  2 черный (50);127;319,96;465;442;465;391;441,75;418,5
761;00080087;Свет-к трековый LEEK GU10 TR  1 белый (50);57;290,46;465;442;465;391;441,75;418,5
762;00080064;Свет-к точ. GX53  LE M 223-1 (100x85x20) Цв:Белый (10/100);309;49,96;78;76;78;68;74,1;70,2
763;00080063;Свет-к точ. GX53  LE M 223-1 (100x78x16.7) Цв:Белый (100);201;55,76;87;90;87;76;82,65;78,3
764;00079982;Свет-к садовый LE GL4 E27x2 настенный черный (10);81;790,22;1 296,00;1 254,00;1 296,00;1 129,00;1 231,20;1 166,40
765;00079981;Свет-к садовый LE GL1 GU10x2 настенный черный (20);48;776,63;1 299,00;1 099,00;1 299,00;999;1 234,05;1 169,10
766;00080069;Свет-к с/д накладной (круг) LE LED BK RL 15W 6500K QS (20);330;593,39;999;941;999;878;949,05;899,1
767;00080068;Свет-к с/д накладной (квадрат) LE LED BK SL 15W 6500K QS (20);117;630,93;999;941;999;878;949,05;899,1
768;00081212;Свет-к с/д герметичный LE LED RBL 02 15W 6500K (круг) (40) (без инд.упак.);60;144,54;287;278;287;250;272,65;258,3
769;00080067;Свет-к с/д герметичный LE LED OBL 02 12W 6500K (овал) (40) (без инд.упак.);202;165,8;255;245;255;239;242,25;229,5
770;00081213;Свет-к с/д встраиваемый LE LED RL WH 18W 6500K (30);599;293,54;457;442;457;398;434,15;411,3
771;00080029;Свет-к с/д встраиваемый LE LED ARL 18W 6500K (круг) (100);30;353,35;550;532;550;479;522,5;495
772;00080027;Свет-к с/д встраиваемый LE LED ARL 18W 4000K (круг) (100);50;353,35;550;532;550;479;522,5;495
